key,value,eventTime,arrivalTime,processedTime
19819569,1,1500,2059,100001
95290079,1,1500,2707,100001
67959054,1,1000,2842,100001
22726351,1,2500,3314,100001
36488048,1,3500,4271,100001
75282642,1,3500,4765,100001
91962132,1,4000,5465,100001
89528679,1,5500,5629,100001
7544903,1,3500,5652,100001
19819569,1,1000,5907,100001
21559768,1,3500,6002,100001
51133312,1,6000,6234,100001
4312958,1,6500,6524,100001
25804512,1,2500,6565,100001
95290079,1,1500,6738,100001
19819569,1,1500,6961,100001
31412746,1,6000,7031,100001
3330322,1,4000,7088,100001
79093151,1,3000,7099,100001
67549101,1,7000,7450,100001
28425641,1,500,7549,100001
4312958,1,7000,7556,100001
34262661,1,1000,7604,100001
65282171,1,4500,7659,100001
32747133,1,5000,7750,100001
31412746,1,5500,7905,100001
28425641,1,500,7931,100001
73418408,1,1500,8010,100001
88354479,1,6000,8040,100001
95290079,1,1500,8077,100001
40639323,1,4000,8269,100001
27613627,1,5500,8349,100001
79093151,1,500,8364,100001
45585267,1,2000,8402,100001
73418408,1,1500,8647,100001
86308065,1,3000,8697,100001
7149962,1,7500,8708,100001
44594109,1,3500,8801,100001
58169160,1,8000,8952,100001
72523281,1,2500,8999,100001
28425641,1,500,9136,100001
68817033,1,2000,9157,100001
462432,1,6500,9305,100001
53520052,1,4500,9519,100001
97472415,1,7000,9558,100001
59956325,1,8500,9953,100001
91962132,1,4000,9972,100001
43581846,1,7000,10018,100001
34262661,1,1000,10273,100001
94713929,1,6000,10279,100001
51133312,1,7000,10342,100001
99027874,1,9500,10607,100001
14838691,1,4000,10905,100001
80685420,1,9500,10910,100001
17718341,1,4000,11353,100001
66489138,1,500,11401,100001
4312958,1,7000,11441,100001
95290079,1,1500,11457,100001
32464878,1,9500,11469,100001
44594109,1,500,11553,100001
62178153,1,6000,11606,100001
62524424,1,4500,11781,100001
7278441,1,2000,11817,100001
50330067,1,7000,11905,100001
71332311,1,5000,12700,100001
85360088,1,10000,12804,100001
99970880,1,500,12956,100001
23374822,1,2500,12984,100001
67075263,1,8500,13057,100001
45023542,1,8500,13101,100001
